name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R327,L5-10-S154,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C.c1(ccccc1)C,,85.0,308.15,1.538429607,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccccc1F)\C,c1(ccccc1)C
R328,L5-10-S161,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1OC)\C.c1(ccccc1)C,,80.0,308.15,1.345487313,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccccc1OC)\C,c1(ccccc1)C
R329,L5-10-S155,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C.c1(ccccc1)C,,93.0,308.15,2.031055682,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccccc1C)\C,c1(ccccc1)C
R330,L5-10-S156,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C.c1(ccccc1)C,,92.0,308.15,1.946105625,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1C)C)\C,c1(ccccc1)C
R331,L5-10-S162,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C)\C.c1(ccccc1)C,,88.0,308.15,1.684923741,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C)\C,c1(ccccc1)C
R332,L5-10-S163,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)N(=O)=O)\C.c1(ccccc1)C,,80.0,308.15,1.345487313,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)N(=O)=O)\C,c1(ccccc1)C
R333,L5-10-S164,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1cc(c(cc1)OC)OC)\C.c1(ccccc1)C,,89.0,308.15,1.741454414,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1cc(c(cc1)OC)OC)\C,c1(ccccc1)C
R334,L5-10-S165,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C#N)\C.c1(ccccc1)C,,80.0,308.15,1.345487313,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccc(cc1)C#N)\C,c1(ccccc1)C
R335,L5-10-S149,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C.c1(ccccc1)C,,84.0,308.15,1.495589929,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1cc2ccccc2cc1)\C,c1(ccccc1)C
R336,L5-10-S8,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C.c1(ccccc1)C,,88.0,308.15,1.684923741,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/c1ccccc1)\C,c1(ccccc1)C
R337,L5-10-S166,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C.C(=N\c1ccc(cc1)OC)(/C(C)C)\C.c1(ccccc1)C,,90.0,308.15,1.80304978,c1(cc2c(c3-c4c(c(cc5c4cccc5)c4c(cc(cc4C(C)C)C(C)C)C(C)C)OP(=O)(Oc13)O)cccc2)c1c(cc(cc1C(C)C)C(C)C)C(C)C,C(=N\c1ccc(cc1)OC)(/C(C)C)\C,c1(ccccc1)C
R345,L5-3-S168,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)C.c1ccccc1,,91.0,323.15,1.961847774,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)C,c1ccccc1
R346,L5-3-S169,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)c1ccccc1.c1ccccc1,,97.0,323.15,2.687201352,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)c1ccccc1,c1ccccc1
R347,L5-3-S170,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)Cl.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)Cl,c1ccccc1
R348,L5-3-S171,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)Oc1ccccc1.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)Oc1ccccc1,c1ccccc1
R349,L5-3-S172,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)N(=O)=O.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)N(=O)=O,c1ccccc1
R350,L5-3-S173,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccc(cc1)C(=O)OC.c1ccccc1,,98.0,323.15,2.950828641,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccc(cc1)C(=O)OC,c1ccccc1
R351,L5-3-S174,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)C.c1ccccc1,,92.0,323.15,2.04083736,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1cccc(c1)C,c1ccccc1
R352,L5-3-S175,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)OC.c1ccccc1,,90.0,323.15,1.890817901,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1cccc(c1)OC,c1ccccc1
R353,L5-3-S176,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cccc(c1)N(=O)=O.c1ccccc1,,92.0,323.15,2.04083736,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1cccc(c1)N(=O)=O,c1ccccc1
R354,L5-3-S177,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1ccccc1F.c1ccccc1,,91.0,323.15,1.961847774,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1ccccc1F,c1ccccc1
R355,L5-3-S178,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cccc(c1O)C)c1ccccc1.c1ccccc1,,92.0,323.15,2.04083736,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cccc(c1O)C)c1ccccc1,c1ccccc1
R356,L5-3-S179,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)C)c1ccccc1.c1ccccc1,,98.0,323.15,2.950828641,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccc(cc1O)C)c1ccccc1,c1ccccc1
R357,L5-3-S180,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)c1ccccc1)c1ccccc1.c1ccccc1,,99.0,323.15,3.399179127,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccc(cc1O)c1ccccc1)c1ccccc1,c1ccccc1
R358,L5-3-S181,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)F)c1ccccc1.c1ccccc1,,99.0,323.15,3.399179127,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccc(cc1O)F)c1ccccc1,c1ccccc1
R359,L5-3-S182,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C)c1ccccc1.c1ccccc1,,88.0,323.15,1.766941772,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)C)c1ccccc1,c1ccccc1
R360,L5-3-S13,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1)c1c(ccc(c1)c1ccccc1)O.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1)c1c(ccc(c1)c1ccccc1)O,c1ccccc1
R361,L5-3-S183,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)Br)c1ccccc1.c1ccccc1,,96.0,323.15,2.499193748,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)Br)c1ccccc1,c1ccccc1
R362,L5-3-S184,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)OC)c1ccccc1.c1ccccc1,,90.0,323.15,1.890817901,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)OC)c1ccccc1,c1ccccc1
R363,L5-3-S185,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)N(=O)=O)c1ccccc1.c1ccccc1,,99.0,323.15,3.399179127,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)N(=O)=O)c1ccccc1,c1ccccc1
R364,L5-3-S186,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C(=O)c1ccccc1)c1ccccc1.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)C(=O)c1ccccc1)c1ccccc1,c1ccccc1
R365,L5-3-S187,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccc(cc1O)C)c1ccc(cc1)Cl.c1ccccc1,,96.0,323.15,2.499193748,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccc(cc1O)C)c1ccc(cc1)Cl,c1ccccc1
R366,L5-3-S188,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)C)c1ccc(cc1)c1ccccc1.c1ccccc1,,98.0,323.15,2.950828641,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)C)c1ccc(cc1)c1ccccc1,c1ccccc1
R367,L5-3-S189,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1cc(ccc1O)Br)c1cccc(c1)C.c1ccccc1,,93.0,323.15,2.129922582,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1cc(ccc1O)Br)c1cccc(c1)C,c1ccccc1
R368,L5-3-S190,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1.C(=N)(c1ccccc1O)c1cc2c(cc1)cccc2.c1ccccc1,,99.0,323.15,3.399179127,c1(cc2c(c3-c4c(c(cc5c4cccc5)[Si](c4ccccc4)(c4ccccc4)c4ccccc4)OP(=O)(Oc13)O)cccc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C(=N)(c1ccccc1O)c1cc2c(cc1)cccc2,c1ccccc1
R369,L2'-1-S1,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,90.0,297.15,1.73868649,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R370,L2'-2-S1,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,81.0,297.15,1.331017661,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R371,L2'-3-S1,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R372,L2'-4-S1,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,90.0,297.15,1.73868649,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R373,L2'-5-S1,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,98.0,297.15,2.713410895,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R374,L2'-6-S1,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,99.0,297.15,3.125688001,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R375,L2'-7-S1,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1.C=C(C(OC)=O)CC(OC)=O.ClCCl,out of bag,95.0,297.15,2.163327271,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1,C=C(C(OC)=O)CC(OC)=O,ClCCl
R376,L2'-1-S2,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,94.0,297.15,2.052630696,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C(OC)=O)NC(C)=O,ClCCl
R377,L2'-2-S2,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,84.0,297.15,1.442202004,CCN(CC)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C(OC)=O)NC(C)=O,ClCCl
R378,L2'-3-S2,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,97.0,297.15,2.470994528,c12c(CCCC2)c3c(OP(N4CCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)NC(C)=O,ClCCl
R379,L2'-4-S2,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,87.0,297.15,1.574362763,c12c(CCCC2)c3c(OP(N4CCCCCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)NC(C)=O,ClCCl
R380,L2'-5-S2,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,95.0,297.15,2.163327271,c12c(CCCC2)c3c(OP(N4CCOCC4)Oc5ccc6c(CCCC6)c53)cc1,C=C(C(OC)=O)NC(C)=O,ClCCl
R381,L2'-6-S2,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,96.0,297.15,2.298113638,c12c(CCCC2)c3c(OP(N4CCN(C5=CC=CC=C5)CC4)Oc6ccc7c(CCCC7)c63)cc1,C=C(C(OC)=O)NC(C)=O,ClCCl
R382,L2'-7-S2,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1.C=C(C(OC)=O)NC(C)=O.ClCCl,out of bag,96.0,297.15,2.298113638,c12c(CCCC2)c3c(OP(N4CC(C=CC=C5)=C5CC4)Oc6ccc7c(CCCC7)c63)cc1,C=C(C(OC)=O)NC(C)=O,ClCCl
R383,L2'-1-S3,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1.C=C(C1=CC=CC=C1)NC(C)=O.ClCCl,out of bag,84.0,297.15,1.442202004,CN(C)P1Oc2ccc3c(CCCC3)c2c4c(CCCC5)c5ccc4O1,C=C(C1=CC=CC=C1)NC(C)=O,ClCCl
